name,perc_no_hc,perc_hc
"Lancaster County, Virginia",0.109869311,0.890130689
"Lee County, Virginia",0.159594442,0.840405558
"Loudoun County, Virginia",0.086769737,0.913230263
"Louisa County, Virginia",0.161515602,0.838484398
"Lunenburg County, Virginia",0.146962306,0.853037694
"Madison County, Virginia",0.143229366,0.856770634
"Mathews County, Virginia",0.081176203,0.918823797
"Mecklenburg County, Virginia",0.145662205,0.854337795
"Middlesex County, Virginia",0.085692498,0.914307502
"Montgomery County, Virginia",0.088770626,0.911229374
"Nelson County, Virginia",0.126457701,0.873542299
"New Kent County, Virginia",0.070426321,0.929573679
"Northampton County, Virginia",0.232892756,0.767107244
"Northumberland County, Virginia",0.142369576,0.857630424
"Nottoway County, Virginia",0.157247657,0.842752343
"Orange County, Virginia",0.13213142,0.86786858
"Page County, Virginia",0.153366216,0.846633784
"Patrick County, Virginia",0.15553351,0.84446649
"Pittsylvania County, Virginia",0.128798982,0.871201018
"Powhatan County, Virginia",0.080327933,0.919672067
"Prince Edward County, Virginia",0.145921222,0.854078778
"Prince George County, Virginia",0.093620126,0.906379874
"Prince William County, Virginia",0.134573073,0.865426927
"Pulaski County, Virginia",0.11920785,0.88079215
"Rappahannock County, Virginia",0.142452448,0.857547552
"Richmond County, Virginia",0.098844494,0.901155506
"Roanoke County, Virginia",0.069593872,0.930406128
"Rockbridge County, Virginia",0.132510028,0.867489972
"Rockingham County, Virginia",0.139443629,0.860556371
"Russell County, Virginia",0.14691708,0.85308292
"Scott County, Virginia",0.118461262,0.881538738
"Shenandoah County, Virginia",0.133284259,0.866715741
"Smyth County, Virginia",0.13073314,0.86926686
"Southampton County, Virginia",0.139829261,0.860170739
"Spotsylvania County, Virginia",0.119168916,0.880831084
"Stafford County, Virginia",0.08686609,0.91313391
"Surry County, Virginia",0.15702239,0.84297761
"Sussex County, Virginia",0.092529711,0.907470289
"Tazewell County, Virginia",0.149779329,0.850220671
"Warren County, Virginia",0.125701281,0.874298719
"Washington County, Virginia",0.117529037,0.882470963
"Westmoreland County, Virginia",0.185166094,0.814833906
"Wise County, Virginia",0.147659157,0.852340843
"Wythe County, Virginia",0.143404167,0.856595833
"York County, Virginia",0.069864259,0.930135741
"Alexandria city, Virginia",0.148578721,0.851421279
"Bristol city, Virginia",0.158166782,0.841833218
"Buena Vista city, Virginia",0.162403511,0.837596489
"Charlottesville city, Virginia",0.11256147,0.88743853
"Chesapeake city, Virginia",0.094439056,0.905560944
"Colonial Heights city, Virginia",0.120756463,0.879243537
"Covington city, Virginia",0.140031507,0.859968493
"Danville city, Virginia",0.141404428,0.858595572
"Emporia city, Virginia",0.212315001,0.787684999
"Fairfax city, Virginia",0.128067052,0.871932948
"Falls Church city, Virginia",0.042243767,0.957756233
"Franklin city, Virginia",0.163048664,0.836951336
"Fredericksburg city, Virginia",0.142803045,0.857196955
"Galax city, Virginia",0.138818628,0.861181372
"Hampton city, Virginia",0.130551796,0.869448204
"Harrisonburg city, Virginia",0.155872952,0.844127048
"Hopewell city, Virginia",0.160640753,0.839359247
"Lexington city, Virginia",0.068390904,0.931609096
"Lynchburg city, Virginia",0.127164971,0.872835029
"Manassas city, Virginia",0.218131786,0.781868214
"Manassas Park city, Virginia",0.241508927,0.758491073
"Martinsville city, Virginia",0.170302076,0.829697924
"Newport News city, Virginia",0.141938672,0.858061328
"Norfolk city, Virginia",0.167810058,0.832189942
"Norton city, Virginia",0.119888945,0.880111055
"Petersburg city, Virginia",0.194874397,0.805125603
"Poquoson city, Virginia",0.069072598,0.930927402
"Portsmouth city, Virginia",0.134100911,0.865899089
"Radford city, Virginia",0.095931096,0.904068904
"Richmond city, Virginia",0.174576003,0.825423997
"Roanoke city, Virginia",0.167861911,0.832138089
"Salem city, Virginia",0.112347642,0.887652358
"Staunton city, Virginia",0.142699631,0.857300369
"Suffolk city, Virginia",0.10174002,0.89825998
"Virginia Beach city, Virginia",0.104744876,0.895255124
"Waynesboro city, Virginia",0.140437678,0.859562322
"Williamsburg city, Virginia",0.078343278,0.921656722
"Winchester city, Virginia",0.168105542,0.831894458
"Adams County, Washington",0.239155983,0.760844017
"Asotin County, Washington",0.130098518,0.869901482
"Benton County, Washington",0.140998383,0.859001617
"Chelan County, Washington",0.193828562,0.806171438
"Clallam County, Washington",0.138515232,0.861484768
"Clark County, Washington",0.124293124,0.875706876
"Columbia County, Washington",0.10604534,0.89395466
"Cowlitz County, Washington",0.126477483,0.873522517
"Douglas County, Washington",0.199400415,0.800599585
"Ferry County, Washington",0.154942589,0.845057411
"Franklin County, Washington",0.199080571,0.800919429
"Garfield County, Washington",0.105764866,0.894235134
"Grant County, Washington",0.201534769,0.798465231
"Grays Harbor County, Washington",0.169829181,0.830170819
"Island County, Washington",0.098719087,0.901280913
"Jefferson County, Washington",0.122619537,0.877380463
"King County, Washington",0.111333102,0.888666898
"Kitsap County, Washington",0.101352757,0.898647243
"Kittitas County, Washington",0.135562912,0.864437088
"Klickitat County, Washington",0.136663434,0.863336566
"Lewis County, Washington",0.141543699,0.858456301
"Lincoln County, Washington",0.122691036,0.877308964
"Mason County, Washington",0.167800492,0.832199508
"Okanogan County, Washington",0.20443374,0.79556626
"Pacific County, Washington",0.15361254,0.84638746
"Pend Oreille County, Washington",0.150066091,0.849933909
"Pierce County, Washington",0.127855775,0.872144225
"San Juan County, Washington",0.147146386,0.852853614
"Skagit County, Washington",0.146529431,0.853470569
"Skamania County, Washington",0.133877331,0.866122669
"Snohomish County, Washington",0.121983366,0.878016634
"Spokane County, Washington",0.123118515,0.876881485
"Stevens County, Washington",0.143511027,0.856488973
"Thurston County, Washington",0.111979465,0.888020535
"Wahkiakum County, Washington",0.120580005,0.879419995
"Walla Walla County, Washington",0.147061956,0.852938044
"Whatcom County, Washington",0.123721836,0.876278164
"Whitman County, Washington",0.090370532,0.909629468
"Yakima County, Washington",0.233401344,0.766598656
"Barbour County, West Virginia",0.149996982,0.850003018
"Berkeley County, West Virginia",0.129164281,0.870835719
"Boone County, West Virginia",0.116260769,0.883739231
"Braxton County, West Virginia",0.142235848,0.857764152
"Brooke County, West Virginia",0.116719644,0.883280356
"Cabell County, West Virginia",0.13163139,0.86836861
"Calhoun County, West Virginia",0.197354497,0.802645503
"Clay County, West Virginia",0.147549929,0.852450071
"Doddridge County, West Virginia",0.202042399,0.797957601
"Fayette County, West Virginia",0.156449683,0.843550317
"Gilmer County, West Virginia",0.148734625,0.851265375
"Grant County, West Virginia",0.109337658,0.890662342
"Greenbrier County, West Virginia",0.145446229,0.854553771
"Hampshire County, West Virginia",0.204431583,0.795568417
"Hancock County, West Virginia",0.118309578,0.881690422
"Hardy County, West Virginia",0.133841836,0.866158164
"Harrison County, West Virginia",0.135643969,0.864356031
"Jackson County, West Virginia",0.114977776,0.885022224
"Jefferson County, West Virginia",0.110315712,0.889684288
"Kanawha County, West Virginia",0.117574297,0.882425703
"Lewis County, West Virginia",0.161570172,0.838429828
"Lincoln County, West Virginia",0.134778773,0.865221227
"Logan County, West Virginia",0.141797128,0.858202872
"McDowell County, West Virginia",0.186471574,0.813528426
"Marion County, West Virginia",0.130588654,0.869411346
"Marshall County, West Virginia",0.121474786,0.878525214
"Mason County, West Virginia",0.114479638,0.885520362
"Mercer County, West Virginia",0.133893857,0.866106143
"Mineral County, West Virginia",0.16067432,0.83932568
"Mingo County, West Virginia",0.148383394,0.851616606
"Monongalia County, West Virginia",0.11111336,0.88888664
"Monroe County, West Virginia",0.150444461,0.849555539
"Morgan County, West Virginia",0.180155146,0.819844854
"Nicholas County, West Virginia",0.138593985,0.861406015
"Ohio County, West Virginia",0.112901738,0.887098262
"Pendleton County, West Virginia",0.130339839,0.869660161
"Pleasants County, West Virginia",0.093794478,0.906205522
"Pocahontas County, West Virginia",0.136906183,0.863093817
"Preston County, West Virginia",0.140246804,0.859753196
"Putnam County, West Virginia",0.103547339,0.896452661
"Raleigh County, West Virginia",0.126691868,0.873308132
"Randolph County, West Virginia",0.134495101,0.865504899
"Ritchie County, West Virginia",0.148866995,0.851133005
"Roane County, West Virginia",0.136453572,0.863546428
"Summers County, West Virginia",0.129617834,0.870382166
"Taylor County, West Virginia",0.143854325,0.856145675
"Tucker County, West Virginia",0.132602339,0.867397661
"Tyler County, West Virginia",0.139762249,0.860237751
"Upshur County, West Virginia",0.154784895,0.845215105
"Wayne County, West Virginia",0.148602869,0.851397131
"Webster County, West Virginia",0.176799285,0.823200715
"Wetzel County, West Virginia",0.127729123,0.872270877
"Wirt County, West Virginia",0.138554217,0.861445783
"Wood County, West Virginia",0.128133899,0.871866101
"Wyoming County, West Virginia",0.124157303,0.875842697
"Adams County, Wisconsin",0.088058775,0.911941225
"Ashland County, Wisconsin",0.104810671,0.895189329
"Barron County, Wisconsin",0.100389777,0.899610223
"Bayfield County, Wisconsin",0.105728643,0.894271357
"Brown County, Wisconsin",0.086952514,0.913047486
"Buffalo County, Wisconsin",0.082088426,0.917911574
"Burnett County, Wisconsin",0.098192573,0.901807427
"Calumet County, Wisconsin",0.043691684,0.956308316
"Chippewa County, Wisconsin",0.080166495,0.919833505
"Clark County, Wisconsin",0.222535294,0.777464706
"Columbia County, Wisconsin",0.076686228,0.923313772
"Crawford County, Wisconsin",0.095842009,0.904157991
"Dane County, Wisconsin",0.066940701,0.933059299
"Dodge County, Wisconsin",0.067742051,0.932257949
"Door County, Wisconsin",0.070253349,0.929746651
"Douglas County, Wisconsin",0.107185795,0.892814205
"Dunn County, Wisconsin",0.088281071,0.911718929
"Eau Claire County, Wisconsin",0.091267933,0.908732067
"Florence County, Wisconsin",0.088768116,0.911231884
"Fond du Lac County, Wisconsin",0.073402565,0.926597435
"Forest County, Wisconsin",0.149555556,0.850444444
"Grant County, Wisconsin",0.093120638,0.906879362
"Green County, Wisconsin",0.069185824,0.930814176
"Green Lake County, Wisconsin",0.114474174,0.885525826
"Iowa County, Wisconsin",0.071758768,0.928241232
"Iron County, Wisconsin",0.107173576,0.892826424
"Jackson County, Wisconsin",0.105596511,0.894403489
"Jefferson County, Wisconsin",0.072251434,0.927748566
"Juneau County, Wisconsin",0.105783237,0.894216763
"Kenosha County, Wisconsin",0.102765771,0.897234229
"Kewaunee County, Wisconsin",0.054836178,0.945163822
"La Crosse County, Wisconsin",0.071374606,0.928625394
"Lafayette County, Wisconsin",0.120133747,0.879866253
"Langlade County, Wisconsin",0.100586239,0.899413761
"Lincoln County, Wisconsin",0.075155457,0.924844543
"Manitowoc County, Wisconsin",0.062139702,0.937860298
"Marathon County, Wisconsin",0.080662057,0.919337943
"Marinette County, Wisconsin",0.076977626,0.923022374
"Marquette County, Wisconsin",0.085061279,0.914938721
"Menominee County, Wisconsin",0.293505893,0.706494107
"Milwaukee County, Wisconsin",0.118325869,0.881674131
"Monroe County, Wisconsin",0.121476085,0.878523915
"Oconto County, Wisconsin",0.074676197,0.925323803
"Oneida County, Wisconsin",0.085912411,0.914087589
"Outagamie County, Wisconsin",0.06885567,0.93114433
"Ozaukee County, Wisconsin",0.044363939,0.955636061
"Pepin County, Wisconsin",0.107467622,0.892532378
"Pierce County, Wisconsin",0.074072248,0.925927752
"Polk County, Wisconsin",0.103537572,0.896462428
"Portage County, Wisconsin",0.077083542,0.922916458
"Price County, Wisconsin",0.068698385,0.931301615
"Racine County, Wisconsin",0.100359531,0.899640469
"Richland County, Wisconsin",0.101299435,0.898700565
"Rock County, Wisconsin",0.101001591,0.898998409
"Rusk County, Wisconsin",0.106427525,0.893572475
"St. Croix County, Wisconsin",0.073518123,0.926481877
"Sauk County, Wisconsin",0.101728283,0.898271717
"Sawyer County, Wisconsin",0.12498457,0.87501543
"Shawano County, Wisconsin",0.097219517,0.902780483
"Sheboygan County, Wisconsin",0.076305826,0.923694174
"Taylor County, Wisconsin",0.107614512,0.892385488
"Trempealeau County, Wisconsin",0.088827998,0.911172002
"Vernon County, Wisconsin",0.178836156,0.821163844
"Vilas County, Wisconsin",0.102020584,0.897979416
"Walworth County, Wisconsin",0.103781167,0.896218833
"Washburn County, Wisconsin",0.099987156,0.900012844
"Washington County, Wisconsin",0.051182688,0.948817312
"Waukesha County, Wisconsin",0.047943413,0.952056587
"Waupaca County, Wisconsin",0.074765434,0.925234566
"Waushara County, Wisconsin",0.10597908,0.89402092
"Winnebago County, Wisconsin",0.07246288,0.92753712
"Wood County, Wisconsin",0.06106808,0.93893192
"Albany County, Wyoming",0.101463757,0.898536243
"Big Horn County, Wyoming",0.140426263,0.859573737
"Campbell County, Wyoming",0.13512135,0.86487865
"Carbon County, Wyoming",0.17240917,0.82759083
"Converse County, Wyoming",0.113090961,0.886909039
"Crook County, Wyoming",0.135218798,0.864781202
"Fremont County, Wyoming",0.207964712,0.792035288
"Goshen County, Wyoming",0.14862045,0.85137955
"Hot Springs County, Wyoming",0.153748142,0.846251858
"Johnson County, Wyoming",0.116439962,0.883560038
"Laramie County, Wyoming",0.123921072,0.876078928
"Lincoln County, Wyoming",0.120838403,0.879161597
"Natrona County, Wyoming",0.148044008,0.851955992
"Niobrara County, Wyoming",0.139399372,0.860600628
"Park County, Wyoming",0.131071541,0.868928459
"Platte County, Wyoming",0.172774869,0.827225131
"Sheridan County, Wyoming",0.123891981,0.876108019
"Sublette County, Wyoming",0.162481536,0.837518464
"Sweetwater County, Wyoming",0.148991895,0.851008105
"Teton County, Wyoming",0.177330228,0.822669772
"Uinta County, Wyoming",0.140921539,0.859078461
"Washakie County, Wyoming",0.174794785,0.825205215
"Weston County, Wyoming",0.143761968,0.856238032
"Adjuntas Municipio, Puerto Rico",0.092081897,0.907918103
"Aguada Municipio, Puerto Rico",0.060965531,0.939034469
"Aguadilla Municipio, Puerto Rico",0.059870887,0.940129113
"Aguas Buenas Municipio, Puerto Rico",0.060794399,0.939205601
"Aibonito Municipio, Puerto Rico",0.041911182,0.958088818
"A_asco Municipio, Puerto Rico",0.028973941,0.971026059
"Arecibo Municipio, Puerto Rico",0.068369793,0.931630207
"Arroyo Municipio, Puerto Rico",0.047963001,0.952036999
"Barceloneta Municipio, Puerto Rico",0.06234424,0.93765576
"Barranquitas Municipio, Puerto Rico",0.02761657,0.97238343
"Bayam„n Municipio, Puerto Rico",0.075712756,0.924287244
"Cabo Rojo Municipio, Puerto Rico",0.060534218,0.939465782
"Caguas Municipio, Puerto Rico",0.076632357,0.923367643
"Camuy Municipio, Puerto Rico",0.056751809,0.943248191
"Can„vanas Municipio, Puerto Rico",0.103143439,0.896856561
"Carolina Municipio, Puerto Rico",0.094509266,0.905490734
"Cata_o Municipio, Puerto Rico",0.082294998,0.917705002
"Cayey Municipio, Puerto Rico",0.077786484,0.922213516
"Ceiba Municipio, Puerto Rico",0.053253986,0.946746014
"Ciales Municipio, Puerto Rico",0.042955892,0.957044108
"Cidra Municipio, Puerto Rico",0.065527732,0.934472268
"Coamo Municipio, Puerto Rico",0.058886139,0.941113861
"ComerÍo Municipio, Puerto Rico",0.060296123,0.939703877
"Corozal Municipio, Puerto Rico",0.038303844,0.961696156
"Culebra Municipio, Puerto Rico",0.101577287,0.898422713
"Dorado Municipio, Puerto Rico",0.058350785,0.941649215
"Fajardo Municipio, Puerto Rico",0.0736106,0.9263894
"Florida Municipio, Puerto Rico",0.058945356,0.941054644
"Guˆnica Municipio, Puerto Rico",0.067780225,0.932219775
"Guayama Municipio, Puerto Rico",0.049075543,0.950924457
"Guayanilla Municipio, Puerto Rico",0.044856402,0.955143598
"Guaynabo Municipio, Puerto Rico",0.077443309,0.922556691
"Gurabo Municipio, Puerto Rico",0.067065532,0.932934468
"Hatillo Municipio, Puerto Rico",0.059921509,0.940078491
"Hormigueros Municipio, Puerto Rico",0.053367293,0.946632707
"Humacao Municipio, Puerto Rico",0.059351313,0.940648687
"Isabela Municipio, Puerto Rico",0.073103664,0.926896336
"Jayuya Municipio, Puerto Rico",0.022234609,0.977765391
"Juana DÍaz Municipio, Puerto Rico",0.04375,0.95625
"Juncos Municipio, Puerto Rico",0.076324491,0.923675509
"Lajas Municipio, Puerto Rico",0.050151491,0.949848509
"Lares Municipio, Puerto Rico",0.114326765,0.885673235
"Las MarÍas Municipio, Puerto Rico",0.03551797,0.96448203
"Las Piedras Municipio, Puerto Rico",0.052407053,0.947592947
"LoÍza Municipio, Puerto Rico",0.114494351,0.885505649
"Luquillo Municipio, Puerto Rico",0.078562728,0.921437272
"ManatÍ Municipio, Puerto Rico",0.082611968,0.917388032
"Maricao Municipio, Puerto Rico",0.049028822,0.950971178
"Maunabo Municipio, Puerto Rico",0.052025551,0.947974449
"Mayagôez Municipio, Puerto Rico",0.06775723,0.93224277
"Moca Municipio, Puerto Rico",0.055188089,0.944811911
"Morovis Municipio, Puerto Rico",0.050908531,0.949091469
"Naguabo Municipio, Puerto Rico",0.050229161,0.949770839
"Naranjito Municipio, Puerto Rico",0.056126192,0.943873808
"Orocovis Municipio, Puerto Rico",0.033869342,0.966130658
"Patillas Municipio, Puerto Rico",0.054247043,0.945752957
"Pe_uelas Municipio, Puerto Rico",0.043104929,0.956895071
"Ponce Municipio, Puerto Rico",0.060025111,0.939974889
"Quebradillas Municipio, Puerto Rico",0.041052384,0.958947616
"Rinc„n Municipio, Puerto Rico",0.043530511,0.956469489
"RÍo Grande Municipio, Puerto Rico",0.074772395,0.925227605
"Sabana Grande Municipio, Puerto Rico",0.058063468,0.941936532
"Salinas Municipio, Puerto Rico",0.072956141,0.927043859
"San Germˆn Municipio, Puerto Rico",0.045831049,0.954168951
"San Juan Municipio, Puerto Rico",0.115417132,0.884582868
"San Lorenzo Municipio, Puerto Rico",0.055148064,0.944851936
"San Sebastiˆn Municipio, Puerto Rico",0.068858123,0.931141877
"Santa Isabel Municipio, Puerto Rico",0.071023342,0.928976658
"Toa Alta Municipio, Puerto Rico",0.079863765,0.920136235
"Toa Baja Municipio, Puerto Rico",0.082867,0.917133
"Trujillo Alto Municipio, Puerto Rico",0.072827898,0.927172102
"Utuado Municipio, Puerto Rico",0.085695575,0.914304425
"Vega Alta Municipio, Puerto Rico",0.065592252,0.934407748
"Vega Baja Municipio, Puerto Rico",0.071922018,0.928077982
"Vieques Municipio, Puerto Rico",0.067158511,0.932841489
"Villalba Municipio, Puerto Rico",0.03162482,0.96837518
"Yabucoa Municipio, Puerto Rico",0.053271789,0.946728211
"Yauco Municipio, Puerto Rico",0.049303136,0.950696864
